educator_id,role,certification,years_experience,hire_year
3001743,counselor,provisional,6,2019
3001744,teacher,standard,12,2013
3001745,admin,standard,7,2018
3001746,teacher,standard,13,2012
3001747,teacher,standard,10,2015
3001748,teacher,standard,14,2011
3001749,teacher,provisional,6,2019
3001750,teacher,standard,11,2014
3001751,teacher,standard,11,2014
3001752,teacher,standard,6,2019
3001753,teacher,standard,17,2008
3001754,teacher,standard,11,2014
3001755,teacher,standard,2,2023
3001756,teacher,standard,1,2024
3001757,admin,standard,5,2020
3001758,teacher,standard,18,2007
3001759,teacher,standard,1,2024
3001760,teacher,standard,6,2019
3001761,teacher,standard,4,2021
3001762,teacher,standard,0,2025
3001763,teacher,provisional,13,2012
3001764,teacher,standard,12,2013
3001765,teacher,standard,7,2018
3001766,teacher,none,0,2025
3001767,teacher,standard,4,2021
3001768,teacher,standard,7,2018
3001769,teacher,standard,6,2019
3001770,teacher,standard,13,2012
3001771,teacher,standard,6,2019
3001772,teacher,standard,3,2022
3001773,teacher,standard,10,2015
3001774,admin,standard,15,2010
3001775,teacher,provisional,16,2009
3001776,teacher,standard,3,2022
3001777,teacher,provisional,9,2016
3001778,teacher,provisional,11,2014
3001779,teacher,standard,14,2011
3001780,teacher,standard,15,2010
3001781,teacher,standard,0,2025
3001782,teacher,none,0,2025
3001783,teacher,standard,3,2022
3001784,teacher,standard,0,2025
3001785,teacher,standard,14,2011
3001786,teacher,standard,5,2020
3001787,teacher,standard,0,2025
3001788,teacher,standard,9,2016
3001789,teacher,standard,1,2024
3001790,teacher,provisional,10,2015
3001791,teacher,standard,3,2022
3001792,teacher,standard,0,2025
3001793,teacher,provisional,14,2011
3001794,counselor,standard,8,2017
3001795,teacher,standard,12,2013
3001796,teacher,standard,12,2013
3001797,counselor,provisional,10,2015
3001798,teacher,standard,0,2025
3001799,teacher,standard,0,2025
3001800,teacher,none,9,2016
3001801,teacher,standard,5,2020
3001802,teacher,none,8,2017
3001803,teacher,standard,0,2025
3001804,teacher,standard,3,2022
3001805,counselor,standard,14,2011
3001806,teacher,standard,18,2007
3001807,teacher,standard,13,2012
3001808,teacher,standard,8,2017
3001809,teacher,standard,15,2010
3001810,teacher,standard,11,2014
3001811,teacher,standard,11,2014
3001812,teacher,standard,5,2020
3001813,teacher,standard,8,2017
3001814,teacher,standard,20,2005
3001815,teacher,standard,1,2024
3001816,teacher,standard,5,2020
3001817,teacher,standard,9,2016
3001818,teacher,provisional,4,2021
3001819,teacher,standard,1,2024
3001820,teacher,standard,9,2016
3001821,teacher,none,16,2009
3001822,teacher,standard,10,2015
3001823,counselor,standard,4,2021
3001824,teacher,standard,6,2019
3001825,teacher,standard,0,2025
3001826,teacher,provisional,10,2015
3001827,teacher,standard,6,2019
3001828,teacher,standard,2,2023
3001829,teacher,standard,8,2017
3001830,teacher,standard,10,2015
3001831,counselor,standard,5,2020
3001832,teacher,provisional,11,2014
3001833,teacher,standard,12,2013
3001834,teacher,standard,8,2017
3001835,teacher,standard,6,2019
3001836,teacher,standard,19,2006
3001837,teacher,standard,7,2018
3001838,teacher,standard,1,2024
3001839,teacher,standard,13,2012
3001840,teacher,standard,7,2018
3001841,teacher,provisional,10,2015
3001842,teacher,provisional,8,2017
3001843,teacher,provisional,7,2018
3001844,counselor,standard,13,2012
3001845,teacher,standard,9,2016
3001846,teacher,provisional,5,2020
3001847,teacher,standard,0,2025
3001848,counselor,standard,9,2016
3001849,teacher,standard,12,2013
3001850,teacher,standard,12,2013
3001851,counselor,standard,10,2015
3001852,counselor,standard,0,2025
3001853,teacher,standard,10,2015
3001854,teacher,standard,6,2019
3001855,counselor,standard,17,2008
3001856,teacher,standard,2,2023
3001857,teacher,standard,3,2022
3001858,teacher,standard,6,2019
3001859,teacher,provisional,10,2015
3001860,admin,standard,5,2020
3001861,teacher,provisional,9,2016
3001862,teacher,standard,10,2015
3001863,teacher,provisional,12,2013
3001864,teacher,standard,0,2025
3001865,teacher,provisional,6,2019
3001866,teacher,standard,8,2017
3001867,teacher,provisional,9,2016
3001868,teacher,provisional,2,2023
3001869,teacher,none,12,2013
3001870,teacher,standard,5,2020
3001871,teacher,standard,0,2025
3001872,teacher,provisional,5,2020
3001873,admin,standard,25,2000
3001874,teacher,standard,15,2010
3001875,teacher,standard,3,2022
3001876,teacher,standard,0,2025
3001877,counselor,standard,7,2018
3001878,teacher,standard,10,2015
3001879,teacher,standard,9,2016
3001880,admin,standard,4,2021
3001881,teacher,standard,6,2019
3001882,teacher,standard,14,2011
3001883,teacher,standard,9,2016
3001884,teacher,standard,5,2020
3001885,teacher,standard,8,2017
3001886,teacher,provisional,12,2013
3001887,teacher,standard,14,2011
3001888,teacher,standard,12,2013
3001889,teacher,standard,5,2020
3001890,teacher,provisional,0,2025
3001891,teacher,standard,0,2025
3001892,admin,standard,9,2016
3001893,teacher,standard,5,2020
3001894,teacher,standard,10,2015
3001895,counselor,standard,10,2015
3001896,counselor,standard,14,2011
3001897,teacher,standard,15,2010
3001898,teacher,provisional,9,2016
3001899,teacher,standard,7,2018
3001900,teacher,provisional,19,2006
3001901,teacher,standard,9,2016
3001902,teacher,standard,4,2021
3001903,teacher,standard,21,2004
3001904,counselor,standard,17,2008
3001905,teacher,standard,3,2022
3001906,teacher,standard,16,2009
3001907,teacher,standard,3,2022
3001908,teacher,standard,13,2012
3001909,teacher,standard,5,2020
3001910,teacher,provisional,22,2003
3001911,teacher,provisional,2,2023
3001912,teacher,provisional,5,2020
3001913,counselor,standard,11,2014
3001914,teacher,standard,8,2017
3001915,teacher,standard,8,2017
3001916,teacher,standard,18,2007
3001917,admin,none,14,2011
3001918,teacher,standard,6,2019
3001919,teacher,standard,21,2004
3001920,teacher,standard,20,2005
3001921,teacher,provisional,10,2015
3001922,teacher,standard,5,2020
3001923,teacher,standard,6,2019
3001924,teacher,standard,15,2010
3001925,counselor,standard,13,2012
3001926,teacher,standard,3,2022
3001927,teacher,standard,8,2017
3001928,counselor,standard,9,2016
3001929,admin,standard,6,2019
3001930,counselor,none,21,2004
3001931,teacher,standard,14,2011
3001932,teacher,standard,6,2019
3001933,counselor,standard,3,2022
3001934,teacher,standard,1,2024
3001935,teacher,standard,12,2013
3001936,teacher,standard,0,2025
3001937,teacher,standard,6,2019
3001938,admin,standard,9,2016
3001939,admin,standard,13,2012
3001940,teacher,standard,6,2019
3001941,admin,standard,22,2003
3001942,teacher,provisional,0,2025
3001943,teacher,standard,6,2019
3001944,teacher,standard,8,2017
3001945,teacher,standard,20,2005
3001946,admin,provisional,4,2021
3001947,teacher,standard,5,2020
3001948,teacher,standard,3,2022
3001949,teacher,standard,16,2009
3001950,teacher,standard,3,2022
3001951,admin,standard,15,2010
3001952,teacher,standard,9,2016
3001953,teacher,standard,8,2017
3001954,teacher,provisional,0,2025
3001955,teacher,standard,8,2017
3001956,teacher,standard,16,2009
3001957,teacher,standard,1,2024
3001958,teacher,standard,10,2015
3001959,teacher,standard,0,2025
3001960,teacher,standard,2,2023
3001961,teacher,standard,5,2020
3001962,teacher,standard,5,2020
3001963,teacher,standard,3,2022
3001964,teacher,standard,15,2010
3001965,teacher,standard,0,2025
3001966,teacher,provisional,8,2017
3001967,teacher,provisional,9,2016
3001968,counselor,standard,3,2022
3001969,teacher,standard,4,2021
3001970,teacher,none,10,2015
3001971,counselor,standard,0,2025
3001972,teacher,provisional,4,2021
3001973,teacher,standard,10,2015
3001974,teacher,standard,13,2012
3001975,admin,standard,9,2016
3001976,teacher,standard,19,2006
3001977,teacher,provisional,18,2007
3001978,teacher,provisional,0,2025
3001979,admin,standard,4,2021
3001980,teacher,standard,13,2012
3001981,teacher,standard,4,2021
3001982,teacher,standard,7,2018
3001983,teacher,standard,1,2024
3001984,teacher,none,0,2025
3001985,admin,standard,9,2016
3001986,teacher,standard,11,2014
3001987,teacher,standard,3,2022
3001988,teacher,standard,0,2025
3001989,teacher,standard,22,2003
3001990,teacher,standard,14,2011
3001991,teacher,provisional,0,2025
3001992,teacher,standard,0,2025
3001993,teacher,provisional,7,2018
3001994,teacher,provisional,3,2022
3001995,teacher,none,23,2002
3001996,teacher,standard,0,2025
3001997,teacher,provisional,8,2017
3001998,teacher,standard,7,2018
3001999,counselor,standard,4,2021
3002000,teacher,standard,16,2009
3002001,admin,none,5,2020
3002002,admin,standard,8,2017
3002003,counselor,standard,8,2017
3002004,teacher,standard,5,2020
3002005,teacher,standard,7,2018
3002006,teacher,standard,5,2020
3002007,teacher,standard,14,2011
3002008,teacher,standard,13,2012
3002009,teacher,standard,18,2007
3002010,teacher,standard,2,2023
3002011,teacher,standard,5,2020
3002012,teacher,standard,0,2025
3002013,admin,standard,0,2025
3002014,teacher,standard,8,2017
3002015,teacher,standard,15,2010
3002016,teacher,standard,18,2007
3002017,admin,standard,12,2013
3002018,teacher,provisional,4,2021
3002019,teacher,standard,8,2017
3002020,admin,standard,9,2016
3002021,teacher,standard,19,2006
3002022,teacher,standard,18,2007
3002023,teacher,standard,18,2007
3002024,teacher,standard,7,2018
3002025,teacher,standard,17,2008
3002026,teacher,standard,7,2018
3002027,teacher,provisional,11,2014
3002028,teacher,standard,7,2018
3002029,teacher,standard,9,2016
3002030,teacher,standard,10,2015
3002031,teacher,standard,7,2018
3002032,teacher,standard,0,2025
3002033,admin,standard,16,2009
3002034,teacher,standard,9,2016
3002035,teacher,standard,8,2017
3002036,teacher,provisional,9,2016
3002037,teacher,standard,4,2021
3002038,teacher,standard,2,2023
3002039,counselor,standard,5,2020
3002040,admin,standard,16,2009
3002041,teacher,standard,7,2018
3002042,teacher,standard,14,2011
3002043,teacher,standard,7,2018
3002044,teacher,standard,3,2022
3002045,teacher,provisional,19,2006
3002046,teacher,standard,19,2006
3002047,teacher,none,10,2015
3002048,teacher,standard,19,2006
3002049,teacher,standard,16,2009
3002050,teacher,standard,0,2025
3002051,teacher,standard,13,2012
3002052,teacher,standard,0,2025
3002053,teacher,standard,8,2017
3002054,teacher,standard,9,2016
3002055,teacher,provisional,20,2005
3002056,teacher,standard,18,2007
3002057,teacher,standard,9,2016
3002058,counselor,none,14,2011
3002059,teacher,standard,12,2013
3002060,admin,provisional,8,2017
3002061,teacher,standard,10,2015
3002062,teacher,provisional,11,2014
3002063,teacher,provisional,18,2007
3002064,teacher,provisional,0,2025
3002065,teacher,standard,12,2013
3002066,teacher,provisional,5,2020
3002067,teacher,provisional,4,2021
3002068,teacher,standard,13,2012
3002069,counselor,standard,15,2010
3002070,teacher,standard,2,2023
3002071,teacher,standard,14,2011
3002072,teacher,provisional,1,2024
3002073,teacher,standard,2,2023
3002074,teacher,standard,7,2018
3002075,teacher,standard,4,2021
3002076,admin,standard,13,2012
3002077,teacher,standard,4,2021
3002078,teacher,standard,12,2013
3002079,teacher,provisional,2,2023
3002080,teacher,standard,6,2019
3002081,teacher,none,7,2018
3002082,teacher,standard,6,2019
3002083,teacher,provisional,3,2022
3002084,teacher,standard,8,2017
3002085,teacher,standard,20,2005
3002086,counselor,standard,11,2014
3002087,admin,standard,0,2025
3002088,teacher,standard,5,2020
3002089,admin,provisional,13,2012
3002090,teacher,standard,5,2020
3002091,teacher,standard,10,2015
3002092,teacher,standard,1,2024
3002093,teacher,standard,9,2016
3002094,teacher,provisional,6,2019
3002095,counselor,standard,7,2018
3002096,teacher,standard,2,2023
3002097,teacher,standard,0,2025
3002098,teacher,standard,7,2018
3002099,admin,standard,21,2004
3002100,teacher,standard,5,2020
3002101,teacher,provisional,18,2007
3002102,teacher,none,9,2016
3002103,admin,standard,6,2019
3002104,counselor,standard,3,2022
3002105,teacher,standard,20,2005
3002106,teacher,standard,14,2011
3002107,teacher,standard,4,2021
3002108,teacher,standard,16,2009
3002109,teacher,standard,8,2017
3002110,teacher,standard,5,2020
3002111,teacher,standard,11,2014
3002112,teacher,standard,10,2015
3002113,teacher,standard,20,2005
3002114,teacher,standard,11,2014
3002115,admin,standard,2,2023
3002116,teacher,standard,5,2020
3002117,teacher,standard,0,2025
3002118,admin,standard,0,2025
3002119,teacher,provisional,0,2025
3002120,teacher,none,17,2008
3002121,teacher,standard,20,2005
3002122,teacher,standard,12,2013
3002123,teacher,standard,0,2025
3002124,teacher,standard,8,2017
3002125,teacher,standard,3,2022
3002126,teacher,provisional,6,2019
3002127,teacher,standard,9,2016
3002128,teacher,provisional,4,2021
3002129,teacher,standard,11,2014
3002130,teacher,none,0,2025
3002131,teacher,standard,8,2017
3002132,counselor,provisional,6,2019
3002133,teacher,provisional,0,2025
3002134,counselor,standard,18,2007
3002135,teacher,standard,16,2009
3002136,teacher,standard,1,2024
3002137,teacher,standard,10,2015
3002138,teacher,standard,6,2019
3002139,counselor,standard,11,2014
3002140,teacher,standard,9,2016
3002141,teacher,standard,8,2017
3002142,teacher,standard,9,2016
3002143,teacher,standard,4,2021
3002144,teacher,provisional,11,2014
3002145,teacher,provisional,6,2019
3002146,teacher,standard,13,2012
3002147,teacher,standard,7,2018
3002148,teacher,standard,0,2025
3002149,teacher,standard,11,2014
3002150,teacher,standard,6,2019
3002151,teacher,standard,15,2010
3002152,teacher,standard,13,2012
3002153,teacher,standard,7,2018
3002154,teacher,standard,3,2022
3002155,teacher,standard,4,2021
3002156,counselor,standard,15,2010
3002157,teacher,provisional,2,2023
3002158,teacher,provisional,15,2010
3002159,teacher,standard,4,2021
3002160,teacher,standard,7,2018
3002161,teacher,standard,10,2015
3002162,teacher,provisional,18,2007
3002163,teacher,standard,18,2007
3002164,teacher,standard,3,2022
3002165,admin,standard,3,2022
3002166,teacher,standard,15,2010
3002167,teacher,standard,7,2018
3002168,teacher,standard,15,2010
3002169,teacher,standard,6,2019
3002170,teacher,standard,13,2012
3002171,teacher,standard,10,2015
3002172,teacher,provisional,6,2019
3002173,teacher,standard,17,2008
3002174,admin,standard,18,2007
3002175,teacher,provisional,17,2008
3002176,teacher,standard,6,2019
3002177,teacher,none,5,2020
3002178,teacher,standard,11,2014
3002179,teacher,provisional,6,2019
3002180,teacher,standard,19,2006
3002181,teacher,provisional,5,2020
3002182,teacher,standard,3,2022
3002183,teacher,standard,5,2020
3002184,teacher,standard,14,2011
3002185,teacher,standard,14,2011
3002186,teacher,standard,4,2021
3002187,counselor,provisional,14,2011
3002188,teacher,provisional,14,2011
3002189,teacher,none,18,2007
3002190,admin,provisional,0,2025
3002191,counselor,standard,3,2022
3002192,teacher,standard,1,2024
3002193,teacher,standard,8,2017
3002194,teacher,none,7,2018
3002195,admin,standard,14,2011
3002196,teacher,standard,15,2010
3002197,teacher,standard,11,2014
3002198,teacher,standard,2,2023
3002199,teacher,none,4,2021
3002200,teacher,standard,7,2018
3002201,teacher,standard,6,2019
3002202,admin,standard,10,2015
3002203,teacher,standard,15,2010
3002204,teacher,standard,7,2018
3002205,teacher,standard,2,2023
3002206,counselor,standard,9,2016
3002207,teacher,standard,6,2019
3002208,teacher,standard,0,2025
3002209,teacher,standard,5,2020
3002210,teacher,standard,4,2021
3002211,teacher,standard,3,2022
3002212,teacher,standard,8,2017
3002213,teacher,standard,7,2018
3002214,teacher,standard,0,2025
3002215,teacher,standard,5,2020
3002216,teacher,standard,9,2016
3002217,teacher,standard,4,2021
3002218,teacher,standard,9,2016
3002219,teacher,standard,7,2018
3002220,teacher,provisional,14,2011
3002221,teacher,standard,0,2025
3002222,teacher,standard,17,2008
3002223,counselor,standard,12,2013
3002224,teacher,standard,8,2017
3002225,teacher,standard,7,2018
3002226,teacher,standard,1,2024
3002227,teacher,standard,9,2016
3002228,teacher,standard,0,2025
3002229,teacher,standard,8,2017
3002230,teacher,standard,8,2017
3002231,teacher,standard,4,2021
3002232,teacher,standard,4,2021
3002233,counselor,standard,10,2015
3002234,teacher,standard,7,2018
3002235,teacher,standard,5,2020
3002236,teacher,provisional,0,2025
3002237,teacher,standard,10,2015
3002238,counselor,standard,20,2005
3002239,teacher,provisional,0,2025
3002240,teacher,standard,0,2025
3002241,teacher,standard,1,2024
3002242,teacher,standard,1,2024
3002243,teacher,standard,18,2007
3002244,counselor,standard,17,2008
3002245,teacher,standard,9,2016
3002246,teacher,standard,0,2025
3002247,teacher,standard,5,2020
3002248,admin,provisional,8,2017
3002249,teacher,standard,12,2013
3002250,counselor,standard,14,2011
3002251,teacher,standard,4,2021
3002252,teacher,standard,16,2009
3002253,teacher,standard,10,2015
3002254,teacher,standard,19,2006
3002255,teacher,standard,8,2017
3002256,teacher,standard,16,2009
3002257,teacher,provisional,13,2012
3002258,teacher,standard,4,2021
3002259,teacher,provisional,12,2013
3002260,teacher,standard,17,2008
3002261,teacher,standard,9,2016
3002262,admin,standard,2,2023
3002263,teacher,standard,0,2025
3002264,teacher,standard,5,2020
3002265,teacher,standard,18,2007
3002266,teacher,standard,11,2014
3002267,counselor,provisional,12,2013
3002268,teacher,standard,0,2025
3002269,teacher,standard,6,2019
3002270,teacher,standard,7,2018
3002271,teacher,standard,14,2011
3002272,teacher,standard,17,2008
3002273,teacher,standard,4,2021
3002274,teacher,standard,13,2012
3002275,teacher,standard,2,2023
3002276,admin,standard,4,2021
3002277,teacher,standard,8,2017
3002278,counselor,standard,4,2021
3002279,teacher,provisional,0,2025
3002280,teacher,none,2,2023
3002281,teacher,standard,8,2017
3002282,teacher,standard,0,2025
3002283,counselor,standard,7,2018
3002284,teacher,standard,13,2012
3002285,teacher,standard,13,2012
3002286,teacher,standard,0,2025
3002287,counselor,standard,6,2019
3002288,teacher,provisional,15,2010
3002289,teacher,standard,8,2017
3002290,teacher,standard,6,2019
3002291,teacher,standard,19,2006
3002292,teacher,standard,5,2020
3002293,teacher,standard,16,2009
3002294,teacher,standard,4,2021
3002295,teacher,none,11,2014
3002296,teacher,provisional,5,2020
3002297,teacher,standard,13,2012
3002298,teacher,standard,0,2025
3002299,teacher,standard,17,2008
3002300,admin,standard,7,2018
3002301,counselor,provisional,12,2013
3002302,teacher,provisional,10,2015
3002303,teacher,standard,8,2017
3002304,teacher,standard,6,2019
3002305,teacher,standard,3,2022
3002306,teacher,standard,0,2025
3002307,teacher,standard,0,2025
3002308,teacher,provisional,10,2015
3002309,teacher,standard,7,2018
3002310,teacher,standard,3,2022
3002311,teacher,standard,20,2005
3002312,teacher,standard,7,2018
3002313,teacher,standard,11,2014
3002314,counselor,provisional,8,2017
3002315,teacher,standard,6,2019
3002316,teacher,standard,12,2013
3002317,teacher,standard,21,2004
3002318,teacher,standard,12,2013
3002319,teacher,standard,8,2017
3002320,teacher,standard,13,2012
3002321,teacher,standard,10,2015
3002322,teacher,standard,14,2011
3002323,teacher,standard,9,2016
3002324,teacher,standard,8,2017
3002325,teacher,standard,13,2012
3002326,teacher,standard,7,2018
3002327,teacher,standard,10,2015
3002328,teacher,standard,8,2017
3002329,counselor,standard,2,2023
3002330,teacher,provisional,13,2012
3002331,teacher,none,10,2015
3002332,admin,standard,0,2025
3002333,teacher,none,0,2025
3002334,counselor,standard,5,2020
3002335,teacher,standard,13,2012
3002336,teacher,standard,8,2017
3002337,teacher,standard,9,2016
3002338,teacher,none,0,2025
3002339,teacher,standard,14,2011
3002340,teacher,standard,0,2025
3002341,teacher,standard,4,2021
3002342,teacher,standard,6,2019
3002343,teacher,standard,5,2020
3002344,teacher,provisional,11,2014
3002345,teacher,none,1,2024
3002346,teacher,standard,8,2017
3002347,teacher,standard,6,2019
3002348,teacher,standard,3,2022
3002349,teacher,provisional,9,2016
3002350,teacher,standard,16,2009
3002351,teacher,standard,0,2025
3002352,counselor,standard,16,2009
3002353,teacher,standard,11,2014
3002354,teacher,standard,7,2018
3002355,teacher,standard,14,2011
3002356,teacher,standard,12,2013
3002357,teacher,standard,5,2020
3002358,teacher,standard,7,2018
3002359,admin,standard,0,2025
3002360,teacher,standard,6,2019
3002361,teacher,standard,5,2020
3002362,counselor,standard,4,2021
3002363,counselor,standard,6,2019
3002364,counselor,standard,9,2016
3002365,teacher,provisional,9,2016
3002366,admin,provisional,14,2011
3002367,teacher,standard,4,2021
3002368,teacher,standard,5,2020
3002369,teacher,standard,14,2011
3002370,teacher,standard,9,2016
3002371,teacher,standard,3,2022
3002372,admin,standard,6,2019
3002373,teacher,provisional,11,2014
3002374,teacher,provisional,4,2021
3002375,counselor,standard,5,2020
3002376,teacher,standard,8,2017
3002377,teacher,standard,0,2025
3002378,teacher,standard,17,2008
3002379,teacher,provisional,6,2019
3002380,teacher,standard,12,2013
3002381,teacher,standard,2,2023
3002382,teacher,standard,0,2025
3002383,teacher,standard,9,2016
3002384,teacher,provisional,9,2016
3002385,counselor,standard,3,2022
3002386,teacher,standard,19,2006
3002387,teacher,standard,10,2015
3002388,teacher,standard,8,2017
3002389,teacher,standard,11,2014
3002390,teacher,standard,10,2015
3002391,teacher,standard,14,2011
3002392,teacher,standard,4,2021
3002393,teacher,standard,9,2016
3002394,admin,standard,15,2010
3002395,teacher,standard,9,2016
3002396,teacher,standard,10,2015
3002397,teacher,standard,3,2022
3002398,counselor,standard,13,2012
3002399,teacher,standard,23,2002
3002400,admin,standard,14,2011
3002401,teacher,standard,5,2020
3002402,teacher,standard,14,2011
3002403,teacher,standard,14,2011
3002404,counselor,standard,0,2025
3002405,teacher,standard,12,2013
3002406,teacher,standard,9,2016
3002407,teacher,standard,13,2012
3002408,teacher,standard,12,2013
3002409,teacher,standard,18,2007
3002410,teacher,standard,7,2018
3002411,teacher,standard,12,2013
3002412,teacher,standard,3,2022
3002413,teacher,standard,0,2025
3002414,teacher,standard,0,2025
3002415,counselor,provisional,5,2020
3002416,admin,standard,0,2025
3002417,teacher,standard,5,2020
3002418,counselor,standard,11,2014
3002419,teacher,standard,17,2008
3002420,teacher,standard,0,2025
3002421,teacher,standard,16,2009
3002422,teacher,standard,7,2018
3002423,teacher,standard,9,2016
3002424,teacher,standard,2,2023
3002425,teacher,standard,3,2022
3002426,teacher,standard,4,2021
3002427,teacher,standard,19,2006
3002428,teacher,standard,15,2010
3002429,teacher,standard,0,2025
3002430,teacher,provisional,12,2013
3002431,admin,standard,16,2009
3002432,counselor,standard,16,2009
3002433,teacher,provisional,13,2012
3002434,teacher,standard,19,2006
3002435,teacher,standard,8,2017
3002436,teacher,standard,9,2016
3002437,teacher,standard,5,2020
3002438,teacher,standard,6,2019
3002439,teacher,standard,11,2014
3002440,counselor,standard,14,2011
3002441,teacher,provisional,2,2023
3002442,counselor,standard,0,2025
3002443,teacher,standard,13,2012
3002444,teacher,standard,10,2015
3002445,teacher,standard,11,2014
3002446,counselor,standard,13,2012
3002447,teacher,standard,14,2011
3002448,counselor,standard,0,2025
3002449,teacher,standard,0,2025
3002450,teacher,provisional,10,2015
3002451,teacher,standard,20,2005
3002452,teacher,standard,0,2025
3002453,teacher,standard,5,2020
3002454,teacher,none,12,2013
3002455,counselor,provisional,14,2011
3002456,teacher,standard,11,2014
3002457,admin,standard,2,2023
3002458,teacher,standard,9,2016
3002459,teacher,standard,12,2013
3002460,teacher,standard,18,2007
3002461,teacher,standard,4,2021
3002462,counselor,standard,27,1998
3002463,teacher,standard,7,2018
3002464,teacher,standard,7,2018
3002465,teacher,standard,14,2011
3002466,teacher,standard,18,2007
3002467,teacher,standard,0,2025
3002468,teacher,standard,12,2013
3002469,teacher,standard,7,2018
3002470,teacher,standard,5,2020
3002471,teacher,standard,10,2015
3002472,teacher,provisional,13,2012
3002473,counselor,standard,17,2008
3002474,teacher,standard,3,2022
3002475,admin,provisional,7,2018
3002476,teacher,standard,11,2014
3002477,teacher,standard,14,2011
3002478,teacher,standard,11,2014
3002479,teacher,standard,11,2014
3002480,teacher,standard,13,2012
3002481,teacher,standard,11,2014
3002482,admin,standard,18,2007
3002483,teacher,standard,12,2013
3002484,teacher,standard,10,2015
3002485,teacher,standard,13,2012
3002486,teacher,standard,6,2019
3002487,teacher,provisional,9,2016
3002488,admin,standard,9,2016
3002489,teacher,standard,10,2015
3002490,teacher,standard,8,2017
3002491,teacher,standard,6,2019
3002492,teacher,standard,12,2013
3002493,teacher,standard,12,2013
3002494,teacher,standard,9,2016
3002495,teacher,standard,18,2007
3002496,teacher,standard,7,2018
3002497,teacher,standard,4,2021
3002498,teacher,standard,1,2024
3002499,teacher,standard,10,2015
3002500,teacher,standard,11,2014
3002501,teacher,standard,9,2016
3002502,teacher,standard,11,2014
3002503,counselor,standard,6,2019
3002504,teacher,standard,18,2007
3002505,teacher,provisional,6,2019
3002506,teacher,standard,9,2016
3002507,teacher,standard,18,2007
3002508,teacher,none,14,2011
3002509,teacher,provisional,0,2025
3002510,teacher,standard,15,2010
3002511,teacher,standard,8,2017
3002512,teacher,standard,8,2017
3002513,teacher,provisional,16,2009
3002514,teacher,standard,12,2013
3002515,teacher,standard,13,2012
3002516,teacher,standard,11,2014
3002517,admin,standard,0,2025
3002518,teacher,none,2,2023
3002519,teacher,standard,8,2017
3002520,teacher,standard,11,2014
3002521,teacher,provisional,16,2009
3002522,teacher,standard,5,2020
3002523,teacher,provisional,4,2021
3002524,teacher,standard,17,2008
3002525,teacher,standard,0,2025
3002526,teacher,standard,9,2016
3002527,teacher,standard,7,2018
3002528,counselor,standard,13,2012
3002529,teacher,none,5,2020
3002530,teacher,standard,9,2016
3002531,teacher,standard,13,2012
3002532,teacher,standard,2,2023
3002533,teacher,provisional,11,2014
3002534,teacher,standard,15,2010
3002535,teacher,standard,8,2017
3002536,teacher,provisional,5,2020
3002537,teacher,standard,13,2012
3002538,teacher,none,10,2015
3002539,teacher,standard,7,2018
3002540,teacher,standard,0,2025
3002541,teacher,standard,5,2020
3002542,teacher,standard,1,2024
3002543,teacher,standard,13,2012
3002544,teacher,standard,12,2013
3002545,admin,standard,6,2019
3002546,teacher,standard,0,2025
3002547,teacher,standard,8,2017
3002548,teacher,standard,4,2021
3002549,teacher,standard,2,2023
3002550,teacher,standard,0,2025
3002551,teacher,standard,3,2022
3002552,teacher,standard,8,2017
3002553,teacher,standard,10,2015
3002554,teacher,standard,12,2013
3002555,teacher,standard,22,2003
3002556,teacher,provisional,8,2017
3002557,teacher,standard,3,2022
3002558,admin,provisional,6,2019
3002559,teacher,standard,10,2015
3002560,teacher,standard,21,2004
3002561,teacher,standard,17,2008
3002562,counselor,standard,12,2013
3002563,teacher,standard,10,2015
3002564,counselor,provisional,6,2019
3002565,teacher,standard,2,2023
3002566,teacher,standard,3,2022
3002567,teacher,standard,3,2022
3002568,teacher,standard,0,2025
3002569,teacher,standard,7,2018
3002570,teacher,standard,9,2016
3002571,teacher,none,17,2008
3002572,teacher,standard,10,2015
3002573,counselor,standard,3,2022
3002574,teacher,none,10,2015
3002575,teacher,provisional,5,2020
3002576,teacher,standard,12,2013
3002577,admin,standard,10,2015
3002578,teacher,standard,10,2015
3002579,teacher,standard,10,2015
3002580,teacher,standard,1,2024
3002581,teacher,provisional,9,2016
3002582,teacher,standard,9,2016
3002583,teacher,standard,9,2016
3002584,counselor,none,1,2024
3002585,teacher,standard,7,2018
3002586,teacher,standard,8,2017
3002587,teacher,standard,5,2020
3002588,admin,standard,1,2024
3002589,admin,standard,16,2009
3002590,teacher,standard,10,2015
3002591,teacher,standard,18,2007
3002592,teacher,standard,19,2006
3002593,teacher,standard,9,2016
3002594,teacher,standard,7,2018
3002595,teacher,standard,15,2010
3002596,teacher,standard,0,2025
3002597,teacher,standard,11,2014
3002598,teacher,standard,21,2004
3002599,teacher,standard,8,2017
3002600,teacher,provisional,22,2003
3002601,teacher,standard,0,2025
3002602,teacher,standard,0,2025
3002603,teacher,standard,4,2021
3002604,teacher,standard,9,2016
3002605,teacher,none,6,2019
3002606,teacher,standard,0,2025
3002607,teacher,none,9,2016
3002608,teacher,standard,0,2025
3002609,teacher,provisional,13,2012
3002610,teacher,standard,8,2017
3002611,teacher,standard,14,2011
3002612,admin,standard,14,2011
3002613,teacher,standard,13,2012
3002614,teacher,standard,0,2025
