student_id,school_id,school_year,term,subject,scale_score,proficient_flag
2040550,1046,2025,spring,ela,281.35,1
2040551,1043,2025,spring,ela,224.67,0
2040552,1015,2025,spring,ela,297.39,1
2040553,1059,2025,spring,ela,254.63,0
2040554,1086,2025,spring,ela,321.23,1
2040555,1023,2025,spring,ela,252.14,0
2040556,1010,2025,spring,ela,279.43,1
2040557,1048,2025,spring,ela,250.37,0
2040558,1016,2025,spring,ela,322.76,1
2040559,1047,2025,spring,ela,336.96,1
2040560,1061,2025,spring,ela,264.72,0
2040561,1065,2025,spring,ela,274.88,1
2040562,1052,2025,spring,ela,292.1,1
2040563,1062,2025,spring,ela,306.7,1
2040564,1032,2025,spring,ela,329.38,1
2040565,1073,2025,spring,ela,237.98,0
2040566,1087,2025,spring,ela,288.61,1
2040567,1051,2025,spring,ela,287.25,0
2040568,1001,2025,spring,ela,303.13,1
2040569,1086,2025,spring,ela,307.5,1
2040570,1086,2025,spring,ela,304.41,0
2040571,1033,2025,spring,ela,273.72,0
2040572,1005,2025,spring,ela,295.72,1
2040573,1006,2025,spring,ela,228.54,0
2040574,1012,2025,spring,ela,304.3,0
2040575,1056,2025,spring,ela,302.65,0
2040576,1084,2025,spring,ela,251.59,0
2040577,1016,2025,spring,ela,283.15,1
2040578,1075,2025,spring,ela,310.76,1
2040579,1055,2025,spring,ela,215.68,0
2040580,1019,2025,spring,ela,257.38,0
2040581,1032,2025,spring,ela,320.06,1
2040582,1067,2025,spring,ela,312.7,1
2040583,1021,2025,spring,ela,282.24,1
2040584,1042,2025,spring,ela,250.75,0
2040585,1032,2025,spring,ela,305.27,0
2040586,1012,2025,spring,ela,315.22,1
2040587,1028,2025,spring,ela,299.14,0
2040588,1087,2025,spring,ela,247.61,0
2040589,1049,2025,spring,ela,263.8,0
2040590,1069,2025,spring,ela,301.38,0
2040591,1072,2025,spring,ela,320.64,1
2040592,1087,2025,spring,ela,275.15,1
2040593,1028,2025,spring,ela,279.02,0
2040594,1081,2025,spring,ela,289.67,1
2040595,1008,2025,spring,ela,271.85,1
2040596,1028,2025,spring,ela,241.65,0
2040597,1006,2025,spring,ela,265.42,0
2040598,1052,2025,spring,ela,267.91,0
2040599,1078,2025,spring,ela,315.09,1
2040600,1069,2025,spring,ela,293.04,0
2040601,1082,2025,spring,ela,235.37,0
2040602,1056,2025,spring,ela,279.51,0
2040603,1072,2025,spring,ela,359.03,1
2040604,1057,2025,spring,ela,298.71,1
2040605,1028,2025,spring,ela,289.21,0
2040606,1083,2025,spring,ela,246.4,0
2040607,1032,2025,spring,ela,293.94,0
2040608,1037,2025,spring,ela,300.14,0
2040609,1060,2025,spring,ela,291.63,0
2040610,1056,2025,spring,ela,336.96,1
2040611,1066,2025,spring,ela,290.74,1
2040612,1028,2025,spring,ela,312.74,0
2040613,1066,2025,spring,ela,290.19,1
2040614,1056,2025,spring,ela,282.52,0
2040615,1082,2025,spring,ela,249.0,0
2040616,1002,2025,spring,ela,269.43,1
2040617,1056,2025,spring,ela,312.73,1
2040618,1014,2025,spring,ela,318.26,1
2040619,1056,2025,spring,ela,312.91,0
2040620,1066,2025,spring,ela,264.06,0
2040621,1090,2025,spring,ela,313.77,1
2040622,1057,2025,spring,ela,244.37,0
2040623,1003,2025,spring,ela,247.48,0
2040624,1019,2025,spring,ela,275.66,1
2040625,1031,2025,spring,ela,322.4,1
2040626,1078,2025,spring,ela,291.05,0
2040627,1077,2025,spring,ela,254.12,0
2040628,1028,2025,spring,ela,282.08,0
2040629,1086,2025,spring,ela,308.46,1
2040630,1059,2025,spring,ela,268.6,0
2040631,1090,2025,spring,ela,267.66,0
2040632,1058,2025,spring,ela,257.95,0
2040633,1033,2025,spring,ela,283.05,0
2040634,1007,2025,spring,ela,262.99,0
2040635,1055,2025,spring,ela,247.57,0
2040636,1048,2025,spring,ela,238.32,0
2040637,1073,2025,spring,ela,263.42,0
2040638,1036,2025,spring,ela,255.09,0
2040639,1006,2025,spring,ela,275.87,1
2040640,1007,2025,spring,ela,255.59,0
2040641,1076,2025,spring,ela,253.05,0
2040642,1077,2025,spring,ela,257.8,0
2040643,1084,2025,spring,ela,249.54,0
2040644,1027,2025,spring,ela,230.9,0
2040645,1040,2025,spring,ela,321.52,1
2040646,1037,2025,spring,ela,301.28,0
2040647,1061,2025,spring,ela,216.09,0
2040648,1060,2025,spring,ela,311.35,0
2040649,1090,2025,spring,ela,317.63,1
2040650,1075,2025,spring,ela,308.35,1
2040651,1024,2025,spring,ela,338.99,1
2040652,1029,2025,spring,ela,282.75,1
2040653,1015,2025,spring,ela,306.36,1
2040654,1033,2025,spring,ela,267.22,0
2040655,1042,2025,spring,ela,298.59,1
2040656,1086,2025,spring,ela,337.88,1
2040657,1086,2025,spring,ela,291.33,0
2040658,1060,2025,spring,ela,319.08,1
2040659,1074,2025,spring,ela,281.39,1
2040660,1037,2025,spring,ela,276.29,0
2040661,1007,2025,spring,ela,224.61,0
2040662,1090,2025,spring,ela,293.11,0
2040663,1034,2025,spring,ela,288.75,1
2040664,1042,2025,spring,ela,250.54,0
2040665,1034,2025,spring,ela,315.34,1
2040666,1061,2025,spring,ela,246.92,0
2040667,1039,2025,spring,ela,276.51,1
2040668,1006,2025,spring,ela,279.42,1
2040669,1008,2025,spring,ela,236.54,0
2040670,1067,2025,spring,ela,348.05,1
2040671,1021,2025,spring,ela,264.98,1
2040672,1038,2025,spring,ela,273.77,0
2040673,1079,2025,spring,ela,270.71,0
2040674,1029,2025,spring,ela,336.41,1
2040675,1035,2025,spring,ela,279.61,1
2040676,1037,2025,spring,ela,291.49,0
2040677,1029,2025,spring,ela,275.42,0
2040678,1088,2025,spring,ela,233.22,0
2040679,1069,2025,spring,ela,331.43,1
2040680,1061,2025,spring,ela,249.08,0
2040681,1024,2025,spring,ela,291.0,0
2040682,1031,2025,spring,ela,321.54,1
2040683,1079,2025,spring,ela,282.07,0
2040684,1087,2025,spring,ela,274.23,0
2040685,1084,2025,spring,ela,247.76,0
2040686,1010,2025,spring,ela,273.99,1
2040687,1045,2025,spring,ela,227.21,0
2040688,1067,2025,spring,ela,303.21,1
2040689,1009,2025,spring,ela,242.86,0
2040690,1036,2025,spring,ela,264.77,0
2040691,1003,2025,spring,ela,297.85,1
2040692,1033,2025,spring,ela,309.02,1
2040693,1083,2025,spring,ela,288.21,1
2040694,1072,2025,spring,ela,296.54,1
2040695,1049,2025,spring,ela,288.56,1
2040696,1005,2025,spring,ela,306.5,0
2040697,1037,2025,spring,ela,311.55,0
2040698,1081,2025,spring,ela,256.38,0
2040699,1074,2025,spring,ela,210.24,0
2040700,1002,2025,spring,ela,252.74,0
2040701,1051,2025,spring,ela,281.63,1
2040702,1014,2025,spring,ela,300.12,1
2040703,1037,2025,spring,ela,314.07,1
2040704,1051,2025,spring,ela,292.64,1
2040705,1059,2025,spring,ela,303.54,1
2040706,1028,2025,spring,ela,342.48,1
2040707,1056,2025,spring,ela,329.09,1
2040708,1072,2025,spring,ela,330.04,1
2040709,1013,2025,spring,ela,246.49,0
2040710,1047,2025,spring,ela,293.45,0
2040711,1001,2025,spring,ela,253.3,0
2040712,1030,2025,spring,ela,263.74,1
2040713,1025,2025,spring,ela,249.46,0
2040714,1060,2025,spring,ela,311.76,1
2040715,1042,2025,spring,ela,266.96,0
2040716,1072,2025,spring,ela,315.95,1
2040717,1071,2025,spring,ela,260.04,0
2040718,1005,2025,spring,ela,336.17,1
2040719,1040,2025,spring,ela,291.7,0
2040720,1070,2025,spring,ela,292.18,1
2040721,1035,2025,spring,ela,256.73,1
2040722,1080,2025,spring,ela,312.72,1
2040723,1051,2025,spring,ela,344.67,1
2040724,1034,2025,spring,ela,262.34,0
2040725,1037,2025,spring,ela,292.47,0
2040726,1061,2025,spring,ela,239.95,0
2040727,1040,2025,spring,ela,278.57,0
2040728,1047,2025,spring,ela,272.65,0
2040729,1056,2025,spring,ela,293.46,0
2040730,1068,2025,spring,ela,259.32,0
2040731,1017,2025,spring,ela,265.72,0
2040732,1036,2025,spring,ela,281.88,1
2040733,1009,2025,spring,ela,259.39,0
2040734,1024,2025,spring,ela,320.94,1
2040735,1079,2025,spring,ela,274.07,0
2040736,1015,2025,spring,ela,300.48,1
2040737,1023,2025,spring,ela,230.35,0
2040738,1024,2025,spring,ela,275.58,0
2040739,1081,2025,spring,ela,301.53,1
2040740,1039,2025,spring,ela,227.76,0
2040741,1003,2025,spring,ela,266.79,0
2040742,1040,2025,spring,ela,308.67,0
2040743,1039,2025,spring,ela,243.68,0
2040744,1056,2025,spring,ela,296.66,1
2040745,1060,2025,spring,ela,316.06,1
2040746,1059,2025,spring,ela,265.56,0
2040747,1024,2025,spring,ela,317.6,1
2040748,1017,2025,spring,ela,271.29,0
2040749,1060,2025,spring,ela,300.62,0
2040750,1005,2025,spring,ela,314.59,1
2040751,1072,2025,spring,ela,319.58,1
2040752,1072,2025,spring,ela,316.8,1
2040753,1079,2025,spring,ela,302.39,1
2040754,1055,2025,spring,ela,270.65,1
2040755,1021,2025,spring,ela,281.13,1
2040756,1028,2025,spring,ela,270.28,0
2040757,1071,2025,spring,ela,279.8,0
2040758,1062,2025,spring,ela,274.67,0
2040759,1040,2025,spring,ela,284.72,0
2040760,1028,2025,spring,ela,255.68,0
2040761,1009,2025,spring,ela,245.33,0
2040762,1086,2025,spring,ela,309.79,1
2040763,1024,2025,spring,ela,289.06,0
2040764,1066,2025,spring,ela,302.4,1
2040765,1075,2025,spring,ela,299.62,0
2040766,1039,2025,spring,ela,217.99,0
2040767,1076,2025,spring,ela,252.08,0
2040768,1084,2025,spring,ela,264.38,1
2040769,1051,2025,spring,ela,291.93,1
2040770,1014,2025,spring,ela,302.15,0
2040771,1007,2025,spring,ela,262.95,0
2040772,1063,2025,spring,ela,279.35,0
2040773,1069,2025,spring,ela,274.43,0
2040774,1069,2025,spring,ela,301.11,0
2040775,1051,2025,spring,ela,254.61,0
2040776,1056,2025,spring,ela,282.29,0
2040777,1075,2025,spring,ela,278.56,0
2040778,1014,2025,spring,ela,308.04,1
2040779,1009,2025,spring,ela,226.72,0
2040780,1021,2025,spring,ela,285.48,1
2040781,1090,2025,spring,ela,255.57,0
2040782,1028,2025,spring,ela,337.78,1
2040783,1005,2025,spring,ela,315.79,1
2040784,1026,2025,spring,ela,261.05,0
2040785,1041,2025,spring,ela,288.86,1
2040786,1005,2025,spring,ela,310.59,0
2040787,1070,2025,spring,ela,241.88,0
2040788,1082,2025,spring,ela,244.3,0
2040789,1072,2025,spring,ela,299.88,0
2040790,1078,2025,spring,ela,323.36,1
2040791,1066,2025,spring,ela,291.38,1
2040792,1033,2025,spring,ela,296.88,0
2040793,1067,2025,spring,ela,323.29,1
2040794,1012,2025,spring,ela,323.59,1
2040795,1078,2025,spring,ela,310.36,1
2040796,1012,2025,spring,ela,347.94,1
2040797,1067,2025,spring,ela,273.83,0
2040798,1075,2025,spring,ela,336.28,1
2040799,1008,2025,spring,ela,268.38,1
2040800,1055,2025,spring,ela,255.57,0
2040801,1045,2025,spring,ela,236.49,0
2040802,1051,2025,spring,ela,291.2,1
2040803,1037,2025,spring,ela,304.52,1
2040804,1009,2025,spring,ela,278.01,1
2040805,1076,2025,spring,ela,232.63,0
2040806,1072,2025,spring,ela,353.23,1
2040807,1032,2025,spring,ela,285.66,0
2040808,1001,2025,spring,ela,288.2,1
2040809,1060,2025,spring,ela,318.13,1
2040810,1028,2025,spring,ela,307.25,1
2040811,1003,2025,spring,ela,203.9,0
2040812,1082,2025,spring,ela,229.25,0
2040813,1067,2025,spring,ela,306.2,0
2040814,1009,2025,spring,ela,215.98,0
2040815,1005,2025,spring,ela,295.41,1
2040816,1010,2025,spring,ela,283.3,1
2040817,1067,2025,spring,ela,316.17,1
2040818,1005,2025,spring,ela,267.41,0
2040819,1060,2025,spring,ela,292.48,0
2040820,1026,2025,spring,ela,240.6,0
2040821,1013,2025,spring,ela,230.95,0
2040822,1064,2025,spring,ela,212.43,0
2040823,1075,2025,spring,ela,313.43,1
2040824,1058,2025,spring,ela,248.94,0
2040825,1055,2025,spring,ela,250.13,0
2040826,1069,2025,spring,ela,284.17,0
2040827,1029,2025,spring,ela,261.02,0
2040828,1068,2025,spring,ela,260.15,0
2040829,1072,2025,spring,ela,321.44,1
2040830,1031,2025,spring,ela,306.32,1
2040831,1039,2025,spring,ela,223.18,0
2040832,1020,2025,spring,ela,261.73,1
2040833,1078,2025,spring,ela,359.81,1
2040834,1032,2025,spring,ela,344.92,1
2040835,1056,2025,spring,ela,316.46,1
2040836,1063,2025,spring,ela,250.44,0
2040837,1004,2025,spring,ela,280.69,0
2040838,1014,2025,spring,ela,313.96,1
2040839,1085,2025,spring,ela,263.43,1
2040840,1003,2025,spring,ela,254.06,0
2040841,1055,2025,spring,ela,225.09,0
2040842,1043,2025,spring,ela,250.41,0
2040843,1002,2025,spring,ela,244.86,0
2040844,1050,2025,spring,ela,224.05,0
2040845,1034,2025,spring,ela,259.61,0
2040846,1078,2025,spring,ela,328.2,1
2040847,1022,2025,spring,ela,271.54,1
2040848,1062,2025,spring,ela,273.74,0
2040849,1072,2025,spring,ela,311.29,1
2040850,1072,2025,spring,ela,320.91,1
2040851,1024,2025,spring,ela,319.71,1
2040852,1055,2025,spring,ela,264.84,1
2040853,1078,2025,spring,ela,335.7,1
2040854,1063,2025,spring,ela,252.79,0
2040855,1064,2025,spring,ela,190.34,0
2040856,1003,2025,spring,ela,273.4,0
2040857,1053,2025,spring,ela,249.47,0
2040858,1067,2025,spring,ela,348.34,1
2040859,1014,2025,spring,ela,302.74,1
2040860,1067,2025,spring,ela,308.54,0
2040861,1053,2025,spring,ela,272.45,1
2040862,1018,2025,spring,ela,286.97,1
2040863,1079,2025,spring,ela,246.26,0
2040864,1070,2025,spring,ela,290.81,1
2040865,1005,2025,spring,ela,273.74,0
2040866,1068,2025,spring,ela,260.8,0
2040867,1011,2025,spring,ela,272.9,1
2040868,1033,2025,spring,ela,267.02,0
2040869,1047,2025,spring,ela,303.81,1
2040870,1075,2025,spring,ela,289.85,0
2040871,1088,2025,spring,ela,271.45,1
2040872,1006,2025,spring,ela,260.23,0
2040873,1071,2025,spring,ela,322.07,1
2040874,1011,2025,spring,ela,277.48,1
2040875,1016,2025,spring,ela,296.16,1
2040876,1020,2025,spring,ela,251.0,0
2040877,1059,2025,spring,ela,284.72,0
2040878,1083,2025,spring,ela,241.69,0
2040879,1063,2025,spring,ela,280.48,0
2040880,1032,2025,spring,ela,308.17,1
2040881,1022,2025,spring,ela,281.28,1
2040882,1086,2025,spring,ela,301.66,1
2040883,1014,2025,spring,ela,324.36,1
2040884,1034,2025,spring,ela,232.04,0
2040885,1056,2025,spring,ela,298.24,1
2040886,1067,2025,spring,ela,317.13,1
2040887,1026,2025,spring,ela,268.6,0
2040888,1041,2025,spring,ela,319.15,1
2040889,1001,2025,spring,ela,287.76,1
2040890,1024,2025,spring,ela,291.23,0
2040891,1056,2025,spring,ela,262.49,0
2040892,1072,2025,spring,ela,314.5,1
2040893,1085,2025,spring,ela,249.66,0
2040894,1079,2025,spring,ela,303.59,1
2040895,1038,2025,spring,ela,260.72,0
2040896,1066,2025,spring,ela,306.03,1
2040897,1060,2025,spring,ela,278.63,0
2040898,1069,2025,spring,ela,279.55,0
2040899,1041,2025,spring,ela,265.04,0
2040900,1090,2025,spring,ela,280.9,0
2040901,1040,2025,spring,ela,279.01,0
2040902,1047,2025,spring,ela,273.47,0
2040903,1066,2025,spring,ela,264.97,0
2040904,1063,2025,spring,ela,265.91,0
2040905,1039,2025,spring,ela,221.98,0
2040906,1020,2025,spring,ela,211.13,0
2040907,1057,2025,spring,ela,314.29,1
2040908,1087,2025,spring,ela,248.12,0
2040909,1036,2025,spring,ela,244.92,0
2040910,1089,2025,spring,ela,249.62,0
2040911,1056,2025,spring,ela,297.34,0
2040912,1087,2025,spring,ela,297.82,1
2040913,1036,2025,spring,ela,278.21,1
2040914,1054,2025,spring,ela,268.74,1
2040915,1062,2025,spring,ela,283.85,1
2040916,1012,2025,spring,ela,339.28,1
2040917,1062,2025,spring,ela,264.23,0
2040918,1030,2025,spring,ela,246.47,0
2040919,1056,2025,spring,ela,285.95,0
2040920,1024,2025,spring,ela,302.59,1
2040921,1044,2025,spring,ela,288.9,1
2040922,1076,2025,spring,ela,242.05,0
2040923,1048,2025,spring,ela,253.27,0
2040924,1003,2025,spring,ela,229.21,0
2040925,1024,2025,spring,ela,303.41,1
2040926,1086,2025,spring,ela,294.66,0
2040927,1020,2025,spring,ela,258.15,0
2040928,1049,2025,spring,ela,292.2,1
2040929,1063,2025,spring,ela,289.76,1
2040930,1058,2025,spring,ela,219.23,0
2040931,1072,2025,spring,ela,335.67,1
2040932,1012,2025,spring,ela,291.54,0
2040933,1074,2025,spring,ela,242.82,0
2040934,1067,2025,spring,ela,320.08,1
2040935,1086,2025,spring,ela,338.05,1
2040936,1076,2025,spring,ela,245.51,0
2040937,1027,2025,spring,ela,281.99,1
2040938,1072,2025,spring,ela,353.45,1
2040939,1059,2025,spring,ela,290.92,1
2040940,1070,2025,spring,ela,205.78,0
2040941,1040,2025,spring,ela,275.4,0
2040942,1047,2025,spring,ela,288.29,0
2040943,1061,2025,spring,ela,238.39,0
2040944,1012,2025,spring,ela,283.21,0
2040945,1048,2025,spring,ela,271.24,1
2040946,1056,2025,spring,ela,288.36,0
2040947,1057,2025,spring,ela,300.26,1
2040948,1056,2025,spring,ela,292.5,0
2040949,1031,2025,spring,ela,317.84,1
2040950,1072,2025,spring,ela,309.02,1
2040951,1002,2025,spring,ela,215.75,0
2040952,1056,2025,spring,ela,300.81,1
2040953,1051,2025,spring,ela,303.82,1
2040954,1003,2025,spring,ela,266.2,0
2040955,1020,2025,spring,ela,248.43,0
2040956,1062,2025,spring,ela,305.97,1
2040957,1040,2025,spring,ela,316.76,1
2040958,1040,2025,spring,ela,293.51,0
2040959,1009,2025,spring,ela,222.59,0
2040960,1062,2025,spring,ela,238.5,0
2040961,1056,2025,spring,ela,334.94,1
2040962,1005,2025,spring,ela,273.56,0
2040963,1067,2025,spring,ela,300.42,0
2040964,1087,2025,spring,ela,294.69,1
2040965,1021,2025,spring,ela,238.09,0
2040966,1036,2025,spring,ela,255.45,1
2040967,1033,2025,spring,ela,282.28,0
2040968,1049,2025,spring,ela,271.6,0
2040969,1057,2025,spring,ela,256.73,0
2040970,1060,2025,spring,ela,300.02,0
2040971,1074,2025,spring,ela,251.34,0
2040972,1025,2025,spring,ela,240.03,0
2040973,1062,2025,spring,ela,315.06,1
2040974,1037,2025,spring,ela,307.15,0
2040975,1075,2025,spring,ela,312.72,0
2040976,1016,2025,spring,ela,273.31,0
2040977,1082,2025,spring,ela,279.08,1
2040978,1057,2025,spring,ela,323.27,1
2040979,1081,2025,spring,ela,297.26,1
2040980,1014,2025,spring,ela,336.97,1
2040981,1037,2025,spring,ela,319.76,1
2040982,1071,2025,spring,ela,292.14,1
2040983,1042,2025,spring,ela,279.75,0
2040984,1049,2025,spring,ela,300.98,1
2040985,1070,2025,spring,ela,296.78,1
2040986,1033,2025,spring,ela,320.55,1
2040987,1076,2025,spring,ela,221.65,0
2040988,1085,2025,spring,ela,272.02,1
2040989,1008,2025,spring,ela,251.03,0
2040990,1031,2025,spring,ela,340.08,1
2040991,1012,2025,spring,ela,294.95,1
2040992,1081,2025,spring,ela,265.66,1
2040993,1074,2025,spring,ela,230.15,0
2040994,1067,2025,spring,ela,274.09,0
2040995,1088,2025,spring,ela,248.81,0
2040996,1033,2025,spring,ela,277.85,0
2040997,1038,2025,spring,ela,276.61,0
2040998,1007,2025,spring,ela,294.61,1
2040999,1015,2025,spring,ela,259.91,0
2041000,1051,2025,spring,ela,276.31,0
2041001,1009,2025,spring,ela,247.02,0
2041002,1071,2025,spring,ela,301.5,1
2041003,1073,2025,spring,ela,259.38,0
2041004,1024,2025,spring,ela,342.44,1
2041005,1012,2025,spring,ela,275.24,0
2041006,1085,2025,spring,ela,244.75,0
2041007,1084,2025,spring,ela,261.63,1
2041008,1015,2025,spring,ela,250.41,0
2041009,1045,2025,spring,ela,260.26,0
2041010,1057,2025,spring,ela,280.25,0
2041011,1055,2025,spring,ela,230.87,0
2041012,1059,2025,spring,ela,291.46,1
2041013,1022,2025,spring,ela,255.93,0
2041014,1011,2025,spring,ela,281.84,1
2041015,1026,2025,spring,ela,265.88,0
2041016,1016,2025,spring,ela,295.9,1
2041017,1078,2025,spring,ela,310.67,1
2041018,1071,2025,spring,ela,315.15,1
2041019,1090,2025,spring,ela,281.15,0
2041020,1004,2025,spring,ela,282.25,0
2041021,1054,2025,spring,ela,261.89,0
2041022,1004,2025,spring,ela,285.88,1
2041023,1061,2025,spring,ela,271.0,1
2041024,1005,2025,spring,ela,362.75,1
2041025,1023,2025,spring,ela,229.11,0
2041026,1056,2025,spring,ela,340.63,1
2041027,1075,2025,spring,ela,287.26,0
2041028,1065,2025,spring,ela,277.03,0
2041029,1016,2025,spring,ela,318.53,1
2041030,1037,2025,spring,ela,293.0,0
2041031,1034,2025,spring,ela,218.79,0
2041032,1057,2025,spring,ela,254.97,0
2041033,1089,2025,spring,ela,254.08,0
2041034,1026,2025,spring,ela,247.08,0
2041035,1041,2025,spring,ela,295.96,1
2041036,1087,2025,spring,ela,294.96,1
2041037,1056,2025,spring,ela,270.92,0
2041038,1028,2025,spring,ela,297.66,0
2041039,1072,2025,spring,ela,344.64,1
2041040,1038,2025,spring,ela,278.87,0
2041041,1018,2025,spring,ela,278.81,0
2041042,1028,2025,spring,ela,243.06,0
2041043,1056,2025,spring,ela,257.61,0
2041044,1062,2025,spring,ela,257.27,0
2041045,1004,2025,spring,ela,250.58,0
2041046,1033,2025,spring,ela,275.2,0
2041047,1080,2025,spring,ela,259.19,0
2041048,1001,2025,spring,ela,270.13,0
2041049,1059,2025,spring,ela,263.66,0
2041050,1060,2025,spring,ela,274.38,0
2041051,1067,2025,spring,ela,279.6,0
2041052,1065,2025,spring,ela,266.69,0
2041053,1056,2025,spring,ela,266.43,0
2041054,1023,2025,spring,ela,253.95,0
2041055,1005,2025,spring,ela,336.21,1
2041056,1036,2025,spring,ela,270.35,1
2041057,1049,2025,spring,ela,268.44,0
2041058,1035,2025,spring,ela,231.5,0
2041059,1043,2025,spring,ela,264.12,1
2041060,1055,2025,spring,ela,267.71,1
2041061,1017,2025,spring,ela,292.17,1
2041062,1017,2025,spring,ela,261.5,0
2041063,1033,2025,spring,ela,293.39,0
2041064,1034,2025,spring,ela,240.3,0
2041065,1082,2025,spring,ela,272.53,1
2041066,1024,2025,spring,ela,283.41,0
2041067,1077,2025,spring,ela,273.34,0
2041068,1047,2025,spring,ela,329.2,1
2041069,1030,2025,spring,ela,275.82,1
2041070,1029,2025,spring,ela,271.62,0
2041071,1034,2025,spring,ela,284.8,1
2041072,1077,2025,spring,ela,298.03,1
2041073,1037,2025,spring,ela,337.21,1
2041074,1031,2025,spring,ela,313.5,1
2041075,1031,2025,spring,ela,301.26,1
2041076,1059,2025,spring,ela,300.98,1
2041077,1007,2025,spring,ela,258.65,0
2041078,1058,2025,spring,ela,241.26,0
2041079,1004,2025,spring,ela,265.58,0
2041080,1037,2025,spring,ela,314.74,1
2041081,1006,2025,spring,ela,238.52,0
2041082,1029,2025,spring,ela,253.47,0
2041083,1004,2025,spring,ela,260.48,0
2041084,1018,2025,spring,ela,286.3,0
2041085,1015,2025,spring,ela,256.77,0
2041086,1069,2025,spring,ela,278.94,0
2041087,1029,2025,spring,ela,317.19,1
2041088,1028,2025,spring,ela,305.54,0
2041089,1045,2025,spring,ela,251.8,0
2041090,1034,2025,spring,ela,241.43,0
2041091,1017,2025,spring,ela,280.48,0
2041092,1042,2025,spring,ela,260.75,0
2041093,1072,2025,spring,ela,338.67,1
2041094,1086,2025,spring,ela,255.8,0
2041095,1008,2025,spring,ela,267.2,1
2041096,1032,2025,spring,ela,347.5,1
2041097,1035,2025,spring,ela,239.19,0
2041098,1078,2025,spring,ela,338.47,1
2041099,1085,2025,spring,ela,265.25,1
2041100,1047,2025,spring,ela,282.99,0
2041101,1031,2025,spring,ela,302.31,1
2041102,1043,2025,spring,ela,267.62,1
2041103,1027,2025,spring,ela,265.15,1
2041104,1038,2025,spring,ela,271.78,0
2041105,1075,2025,spring,ela,326.63,1
2041106,1041,2025,spring,ela,264.53,0
2041107,1017,2025,spring,ela,282.47,0
2041108,1063,2025,spring,ela,253.48,0
2041109,1012,2025,spring,ela,335.07,1
2041110,1060,2025,spring,ela,281.75,0
2041111,1081,2025,spring,ela,282.66,1
2041112,1042,2025,spring,ela,265.0,0
2041113,1008,2025,spring,ela,228.89,0
2041114,1075,2025,spring,ela,335.14,1
2041115,1014,2025,spring,ela,352.88,1
2041116,1031,2025,spring,ela,331.33,1
2041117,1038,2025,spring,ela,266.44,0
2041118,1009,2025,spring,ela,216.36,0
2041119,1047,2025,spring,ela,323.96,1
2041120,1037,2025,spring,ela,333.04,1
2041121,1016,2025,spring,ela,266.59,0
2041122,1033,2025,spring,ela,312.24,1
2041123,1003,2025,spring,ela,257.84,0
2041124,1033,2025,spring,ela,282.6,0
2041125,1020,2025,spring,ela,256.15,0
2041126,1003,2025,spring,ela,250.35,0
2041127,1089,2025,spring,ela,245.69,0
2041128,1029,2025,spring,ela,301.46,1
2041129,1022,2025,spring,ela,260.97,1
2041130,1069,2025,spring,ela,300.61,1
2041131,1031,2025,spring,ela,302.9,1
2041132,1090,2025,spring,ela,320.46,1
2041133,1078,2025,spring,ela,306.01,0
2041134,1058,2025,spring,ela,216.18,0
2041135,1088,2025,spring,ela,296.01,1
2041136,1014,2025,spring,ela,290.98,0
2041137,1012,2025,spring,ela,323.33,1
2041138,1062,2025,spring,ela,302.61,1
2041139,1024,2025,spring,ela,309.76,1
2041140,1015,2025,spring,ela,300.35,1
2041141,1028,2025,spring,ela,281.37,0
2041142,1003,2025,spring,ela,263.58,0
2041143,1015,2025,spring,ela,290.4,1
2041144,1038,2025,spring,ela,295.98,1
2041145,1058,2025,spring,ela,289.55,1
2041146,1078,2025,spring,ela,360.88,1
2041147,1048,2025,spring,ela,222.96,0
2041148,1056,2025,spring,ela,291.23,0
2041149,1047,2025,spring,ela,284.07,0
2041150,1006,2025,spring,ela,271.52,1
2041151,1017,2025,spring,ela,273.96,0
2041152,1054,2025,spring,ela,263.86,1
2041153,1028,2025,spring,ela,291.56,0
2041154,1011,2025,spring,ela,240.7,0
2041155,1077,2025,spring,ela,263.81,0
2041156,1061,2025,spring,ela,247.05,0
2041157,1052,2025,spring,ela,252.87,0
2041158,1054,2025,spring,ela,280.71,1
2041159,1070,2025,spring,ela,238.43,0
2041160,1027,2025,spring,ela,247.16,0
2041161,1060,2025,spring,ela,282.67,0
2041162,1020,2025,spring,ela,271.22,1
2041163,1001,2025,spring,ela,287.18,1
2041164,1041,2025,spring,ela,252.87,0
2041165,1056,2025,spring,ela,271.87,0
2041166,1072,2025,spring,ela,294.25,0
2041167,1086,2025,spring,ela,278.92,0
2041168,1051,2025,spring,ela,296.96,1
2041169,1082,2025,spring,ela,276.29,1
2041170,1064,2025,spring,ela,256.71,0
2041171,1084,2025,spring,ela,272.89,1
2041172,1033,2025,spring,ela,293.49,0
2041173,1024,2025,spring,ela,342.9,1
2041174,1026,2025,spring,ela,279.59,0
2041175,1060,2025,spring,ela,282.75,0
2041176,1073,2025,spring,ela,239.95,0
2041177,1069,2025,spring,ela,281.54,0
2041178,1032,2025,spring,ela,314.15,1
2041179,1006,2025,spring,ela,250.01,0
2041180,1082,2025,spring,ela,268.73,1
2041181,1083,2025,spring,ela,259.44,0
2041182,1059,2025,spring,ela,280.47,0
2041183,1017,2025,spring,ela,306.99,1
2041184,1079,2025,spring,ela,280.75,0
