student_id,birth_year,grade_level,gender,race_ethnicity,frpl_flag,ell_flag,iep_flag
2019908,2010,6,F,White,1,0,0
2019909,2015,3,F,White,0,0,0
2019910,2013,9,F,Black,0,1,0
2019911,2011,6,M,Black,0,0,0
2019912,2008,3,F,White,0,0,0
2019913,2013,6,M,Hispanic,1,0,0
2019914,2015,10,F,Hispanic,0,0,0
2019915,2011,11,F,White,1,0,0
2019916,2012,11,M,Hispanic,1,0,0
2019917,2014,8,M,White,1,0,0
2019918,2012,9,F,White,0,1,0
2019919,2014,3,M,White,0,0,0
2019920,2008,9,F,Hispanic,1,0,0
2019921,2014,9,M,White,0,0,0
2019922,2010,8,M,White,1,0,0
2019923,2012,11,M,Asian,1,0,0
2019924,2010,6,F,Multi,0,0,0
2019925,2011,5,M,Black,1,0,0
2019926,2010,10,M,White,1,1,0
2019927,2014,3,F,White,0,0,0
2019928,2009,4,F,Asian,0,0,0
2019929,2011,4,F,White,1,0,0
2019930,2010,8,M,White,0,0,0
2019931,2008,5,F,Hispanic,0,0,0
2019932,2010,4,M,White,0,0,0
2019933,2009,6,M,White,1,0,0
2019934,2014,10,F,Black,1,0,0
2019935,2012,9,F,Hispanic,0,0,1
2019936,2009,8,F,White,0,0,0
2019937,2015,5,F,White,0,0,0
2019938,2011,9,M,Hispanic,0,0,1
2019939,2012,9,M,White,0,1,0
2019940,2015,4,M,White,1,0,0
2019941,2010,6,M,White,0,0,0
2019942,2007,7,F,White,1,0,0
2019943,2012,5,F,Black,1,0,0
2019944,2013,9,M,Hispanic,1,0,1
2019945,2014,11,F,Black,0,0,0
2019946,2008,7,M,Black,1,0,0
2019947,2014,10,F,Black,0,0,0
2019948,2007,10,F,Other,0,0,0
2019949,2009,4,F,Hispanic,0,0,0
2019950,2011,3,M,White,0,0,0
2019951,2010,10,F,Asian,1,0,0
2019952,2012,6,M,White,1,0,0
2019953,2010,3,F,Hispanic,0,0,0
2019954,2015,4,M,White,1,1,0
2019955,2013,4,F,White,1,0,0
2019956,2013,10,F,White,1,0,0
2019957,2008,9,M,Asian,0,1,0
2019958,2012,6,F,Multi,1,0,0
2019959,2015,4,F,Hispanic,0,0,0
2019960,2014,10,F,White,0,0,0
2019961,2012,8,M,Hispanic,0,1,0
2019962,2008,10,M,Hispanic,0,0,0
2019963,2007,7,F,White,0,0,0
2019964,2009,3,F,Hispanic,0,0,0
2019965,2015,10,F,White,0,1,0
2019966,2013,9,M,Hispanic,1,0,0
2019967,2009,4,M,White,0,0,0
2019968,2008,11,F,Hispanic,1,0,0
2019969,2012,8,M,Multi,1,0,0
2019970,2007,12,F,White,1,0,0
2019971,2015,8,M,White,0,0,1
2019972,2007,3,F,White,0,0,0
2019973,2012,7,F,Black,0,1,0
2019974,2010,3,F,White,0,0,0
2019975,2013,9,F,White,0,0,0
2019976,2007,7,F,Hispanic,0,0,0
2019977,2012,12,F,White,0,1,0
2019978,2007,10,M,White,0,0,0
2019979,2009,10,M,Hispanic,0,0,0
2019980,2009,4,F,Black,1,0,0
2019981,2008,5,F,White,0,0,0
2019982,2012,12,M,Hispanic,1,0,0
2019983,2008,7,M,Black,1,0,0
2019984,2010,10,M,White,1,0,0
2019985,2009,11,F,White,1,1,0
2019986,2010,3,M,White,0,0,1
2019987,2011,5,F,White,0,1,0
2019988,2008,10,M,Black,1,0,0
2019989,2007,3,M,Hispanic,0,0,0
2019990,2011,7,M,White,1,1,0
2019991,2007,7,F,Hispanic,0,0,1
2019992,2009,4,M,Black,0,0,0
2019993,2011,10,M,White,1,0,0
2019994,2009,9,M,Black,0,0,0
2019995,2010,4,M,White,1,0,0
2019996,2010,10,F,White,0,0,0
2019997,2013,10,F,Multi,0,0,0
2019998,2008,9,M,White,0,0,0
2019999,2015,6,F,Black,0,0,1
2020000,2015,5,F,Asian,0,1,0
2020001,2009,8,M,White,1,1,0
2020002,2012,4,F,White,0,1,0
2020003,2015,6,F,Black,1,0,0
2020004,2007,3,F,White,0,0,0
2020005,2011,3,M,Hispanic,0,0,0
2020006,2015,4,F,White,1,0,0
2020007,2013,10,F,Black,1,0,0
2020008,2012,6,M,White,0,0,0
2020009,2012,4,F,Hispanic,1,0,0
2020010,2015,6,M,Asian,0,0,0
2020011,2015,9,M,Hispanic,0,0,0
2020012,2012,3,M,Multi,0,0,0
2020013,2009,5,M,White,0,0,0
2020014,2010,11,F,Black,0,0,0
2020015,2008,5,M,White,0,1,1
2020016,2013,4,M,White,0,0,0
2020017,2013,6,M,Black,0,0,0
2020018,2007,3,M,White,1,0,0
2020019,2011,5,M,Hispanic,0,0,0
2020020,2014,5,M,White,1,0,0
2020021,2013,5,F,White,1,0,0
2020022,2012,7,F,White,1,0,0
2020023,2012,10,F,White,0,0,0
2020024,2012,9,M,Black,0,0,0
2020025,2008,11,F,Black,0,1,1
2020026,2007,3,F,White,0,0,1
2020027,2013,5,M,White,0,0,0
2020028,2008,4,F,Multi,1,0,0
2020029,2014,4,F,White,0,0,0
2020030,2013,3,F,Hispanic,1,0,0
2020031,2008,3,M,White,0,0,0
2020032,2015,6,M,White,1,0,1
2020033,2008,11,M,Hispanic,0,0,0
2020034,2011,12,F,Black,1,0,0
2020035,2009,4,M,Asian,0,0,0
2020036,2008,10,M,White,0,0,1
2020037,2013,6,M,White,1,0,0
2020038,2007,11,M,White,0,0,0
2020039,2015,12,M,White,1,0,0
2020040,2015,12,M,Black,1,1,0
2020041,2008,10,F,Hispanic,1,0,0
2020042,2010,5,F,Asian,1,0,0
2020043,2010,4,M,Hispanic,1,0,1
2020044,2011,9,F,Black,1,0,0
2020045,2012,11,F,White,0,0,0
2020046,2009,7,F,White,0,0,0
2020047,2010,12,M,White,0,0,0
2020048,2011,6,F,Black,1,0,0
2020049,2008,8,F,White,0,0,0
2020050,2012,10,M,White,0,0,0
2020051,2010,3,M,Asian,0,0,0
2020052,2007,8,M,Black,1,0,0
2020053,2013,6,M,Black,1,0,0
2020054,2011,9,M,Hispanic,0,0,0
2020055,2010,9,F,Black,1,0,0
2020056,2012,5,M,Black,0,1,0
2020057,2012,12,F,Black,0,0,1
2020058,2013,12,F,White,1,0,0
2020059,2013,3,M,Hispanic,1,0,0
2020060,2007,9,F,White,1,0,0
2020061,2008,11,M,White,1,0,0
2020062,2015,9,M,White,0,0,0
2020063,2011,6,M,White,1,1,0
2020064,2012,10,F,Black,1,1,0
2020065,2013,4,M,Black,0,0,0
2020066,2008,12,F,Black,1,0,0
2020067,2008,3,M,Black,0,0,0
2020068,2013,4,F,White,1,0,1
2020069,2011,10,M,White,0,0,0
2020070,2008,5,F,White,0,0,0
2020071,2011,11,F,White,0,0,0
2020072,2012,12,M,Hispanic,0,0,0
2020073,2008,3,F,White,1,0,0
2020074,2007,9,M,Asian,0,0,0
2020075,2011,3,F,White,1,0,0
2020076,2011,11,X,White,0,0,0
2020077,2014,4,F,Hispanic,0,0,0
2020078,2012,6,M,White,1,0,0
2020079,2007,10,M,Other,0,0,0
2020080,2010,12,X,Multi,0,1,0
2020081,2008,8,F,Hispanic,0,0,0
2020082,2009,7,F,White,0,0,0
2020083,2007,3,M,Hispanic,1,0,0
2020084,2008,11,M,White,0,0,1
2020085,2008,10,F,Asian,1,0,0
2020086,2010,12,M,Hispanic,1,0,0
2020087,2007,4,F,Black,0,0,0
2020088,2011,8,F,White,1,1,0
2020089,2008,3,M,Hispanic,0,0,0
2020090,2014,7,M,White,1,0,0
2020091,2013,7,F,Black,1,0,0
2020092,2011,7,F,White,1,0,0
2020093,2015,6,F,Hispanic,0,0,1
2020094,2010,4,F,White,1,0,0
2020095,2012,3,F,White,0,0,0
2020096,2011,3,M,Hispanic,0,0,0
2020097,2013,5,F,Hispanic,0,0,0
2020098,2008,12,M,White,0,0,0
2020099,2008,7,F,Black,1,0,0
2020100,2014,9,M,White,0,0,1
2020101,2015,11,M,White,1,1,0
2020102,2009,3,M,White,1,1,0
2020103,2007,9,M,White,1,1,1
2020104,2007,8,M,White,0,0,0
2020105,2007,11,F,Hispanic,1,0,0
2020106,2015,5,M,Hispanic,0,0,0
2020107,2012,8,F,Asian,0,0,0
2020108,2014,11,F,White,0,0,0
2020109,2013,4,F,White,0,0,0
2020110,2010,6,F,White,0,1,0
2020111,2008,3,F,White,1,0,0
2020112,2013,3,M,White,0,0,0
2020113,2010,3,F,White,1,0,1
2020114,2007,9,M,Multi,1,1,1
2020115,2011,6,F,Black,1,0,0
2020116,2015,12,M,White,1,1,0
2020117,2013,6,M,White,1,0,0
2020118,2010,10,M,White,0,0,0
2020119,2010,8,M,White,1,0,1
2020120,2011,12,M,Black,0,0,1
2020121,2011,8,M,Hispanic,0,0,0
2020122,2013,4,X,Hispanic,1,0,0
2020123,2015,6,F,White,0,0,0
2020124,2008,5,M,Black,0,0,1
2020125,2014,9,F,Multi,1,0,0
2020126,2009,10,F,White,0,0,0
2020127,2009,3,F,White,0,0,1
2020128,2008,7,M,Multi,1,0,0
2020129,2010,11,M,White,0,0,0
2020130,2015,4,F,White,1,0,0
2020131,2007,8,M,White,0,0,0
2020132,2013,6,F,Hispanic,0,0,0
2020133,2011,7,F,Other,0,0,1
2020134,2007,5,F,Black,0,0,0
2020135,2009,12,F,White,0,1,0
2020136,2011,10,F,White,0,0,0
2020137,2009,8,F,Hispanic,1,0,1
2020138,2007,10,M,Hispanic,0,0,0
2020139,2013,8,F,Hispanic,0,0,0
2020140,2008,10,F,White,0,0,0
2020141,2015,11,F,White,0,1,0
2020142,2014,9,M,Asian,0,0,0
2020143,2014,3,M,Hispanic,1,0,0
2020144,2014,10,M,Black,1,0,0
2020145,2011,4,M,White,1,0,0
2020146,2008,12,F,White,1,0,0
2020147,2008,6,M,Hispanic,0,0,0
2020148,2015,5,F,White,1,0,0
2020149,2014,12,M,White,1,0,1
2020150,2010,5,F,Multi,0,1,0
2020151,2007,12,F,Hispanic,0,0,0
2020152,2013,12,F,White,1,0,0
2020153,2009,11,M,Asian,0,0,0
2020154,2012,11,F,White,1,0,0
2020155,2008,11,F,Other,0,0,0
2020156,2012,9,F,Multi,0,0,0
2020157,2010,11,F,Black,0,0,0
2020158,2010,10,M,Black,0,0,0
2020159,2013,3,M,White,0,1,0
2020160,2013,9,M,White,1,0,0
2020161,2007,12,F,Hispanic,1,1,0
2020162,2013,6,M,White,0,0,0
2020163,2011,12,M,White,0,0,0
2020164,2009,8,M,Asian,1,0,0
2020165,2010,10,M,Hispanic,0,0,0
2020166,2009,5,M,Multi,1,0,0
2020167,2010,7,F,White,1,0,1
2020168,2013,3,F,White,1,0,0
2020169,2009,9,M,Hispanic,0,0,0
2020170,2012,6,F,White,0,0,0
2020171,2007,8,M,Black,1,0,0
2020172,2012,11,M,White,1,0,1
2020173,2012,10,M,Hispanic,1,0,0
2020174,2010,4,M,Multi,0,0,0
2020175,2013,8,F,White,1,0,0
2020176,2008,3,F,White,1,0,0
2020177,2007,8,F,Black,1,0,0
2020178,2011,5,F,Hispanic,0,0,1
2020179,2013,7,M,Hispanic,0,0,0
2020180,2014,10,F,White,0,0,0
2020181,2011,5,M,Black,1,0,0
2020182,2013,11,M,Black,0,0,0
2020183,2013,3,M,White,0,0,0
2020184,2008,5,M,Multi,0,0,0
2020185,2008,10,M,White,0,0,1
2020186,2013,12,F,Multi,0,0,0
2020187,2012,5,F,Black,1,1,0
2020188,2009,7,M,Hispanic,0,1,0
2020189,2012,4,F,White,0,0,0
2020190,2012,9,M,White,1,1,0
2020191,2008,3,F,Asian,1,0,0
2020192,2012,9,F,Black,0,0,0
2020193,2011,11,F,Black,0,0,0
2020194,2011,7,F,Black,1,0,0
2020195,2011,9,F,Black,0,1,0
2020196,2012,11,M,White,0,0,0
2020197,2009,4,F,White,0,0,0
2020198,2014,11,F,Asian,1,0,0
2020199,2010,11,M,Hispanic,1,0,0
2020200,2015,7,F,Hispanic,0,0,0
2020201,2015,3,M,Hispanic,1,0,0
2020202,2014,6,M,Hispanic,0,1,0
2020203,2009,11,F,White,0,0,0
2020204,2014,12,F,White,0,0,0
2020205,2010,12,M,Black,1,0,0
2020206,2007,9,M,White,1,0,0
2020207,2012,4,F,White,1,0,0
2020208,2012,6,M,Other,1,0,0
2020209,2012,4,M,Hispanic,1,0,0
2020210,2007,4,F,White,0,0,0
2020211,2014,8,F,Other,1,0,0
2020212,2014,6,F,White,0,0,0
2020213,2008,3,X,White,1,1,0
2020214,2009,7,F,White,0,0,0
2020215,2010,6,F,Hispanic,0,0,0
2020216,2009,11,M,White,0,0,0
2020217,2010,9,F,White,0,0,0
2020218,2007,10,F,White,0,0,0
2020219,2009,9,M,Black,0,0,0
2020220,2012,8,F,White,0,0,1
2020221,2009,10,F,Black,1,0,0
2020222,2010,12,M,Asian,1,0,0
2020223,2011,6,F,Black,0,0,0
2020224,2009,8,M,Black,1,0,0
2020225,2012,8,M,Hispanic,0,1,0
2020226,2011,11,M,Multi,0,0,0
2020227,2009,8,M,Black,1,0,0
2020228,2008,3,M,White,0,0,0
2020229,2014,4,F,White,0,0,0
2020230,2015,3,M,Black,0,0,0
2020231,2007,7,M,Other,1,0,0
2020232,2015,11,M,Black,1,0,0
2020233,2010,8,M,Hispanic,1,0,0
2020234,2009,10,F,White,0,0,0
2020235,2012,3,M,Black,0,0,0
2020236,2012,5,F,White,0,0,0
2020237,2009,4,F,Hispanic,0,0,0
2020238,2015,4,M,Asian,1,0,1
2020239,2015,10,F,White,1,0,0
2020240,2014,3,M,White,0,0,0
2020241,2011,6,M,Black,0,1,0
2020242,2012,6,M,White,1,0,0
2020243,2010,9,M,White,1,0,0
2020244,2013,11,M,Black,1,0,0
2020245,2008,4,F,White,0,0,0
2020246,2007,4,M,White,0,0,0
2020247,2014,9,M,White,0,0,0
2020248,2012,5,M,Black,1,0,0
2020249,2014,5,M,White,0,0,0
2020250,2008,11,F,Black,1,0,0
2020251,2007,8,F,White,0,0,0
2020252,2008,4,F,Black,1,1,1
2020253,2012,3,F,Hispanic,0,0,0
2020254,2009,5,M,White,1,1,0
2020255,2010,6,M,White,0,0,0
2020256,2012,10,M,Hispanic,0,0,0
2020257,2014,9,F,White,1,0,1
2020258,2008,11,M,White,0,0,0
2020259,2007,8,F,Black,1,0,0
2020260,2008,12,M,Asian,0,0,0
2020261,2014,10,F,White,0,0,0
2020262,2015,3,M,Hispanic,0,0,0
2020263,2009,4,F,White,0,0,0
2020264,2012,6,M,White,0,0,0
2020265,2008,3,F,Black,0,0,1
2020266,2011,9,M,Hispanic,0,0,1
2020267,2008,7,F,Hispanic,1,0,1
2020268,2014,6,F,Black,0,0,0
2020269,2013,9,F,Hispanic,1,0,1
2020270,2015,10,F,Black,0,0,0
2020271,2008,5,M,Other,0,0,0
2020272,2010,5,M,Hispanic,0,0,0
2020273,2008,5,F,White,0,1,0
2020274,2008,9,F,White,0,0,0
2020275,2008,5,M,White,1,1,0
2020276,2010,4,F,White,0,0,0
2020277,2007,6,M,Black,1,0,0
2020278,2015,4,F,Hispanic,0,0,0
2020279,2012,5,M,Black,0,0,0
2020280,2008,10,F,Hispanic,0,0,0
2020281,2009,10,F,Hispanic,1,0,0
2020282,2011,9,F,Hispanic,0,0,0
2020283,2007,6,F,White,0,0,0
2020284,2013,8,M,Black,0,0,0
2020285,2008,9,M,White,1,0,0
2020286,2008,6,M,White,0,0,0
2020287,2014,4,M,White,0,0,0
2020288,2007,9,M,White,1,0,1
2020289,2010,12,F,Hispanic,1,1,0
2020290,2012,12,M,Hispanic,0,0,0
2020291,2011,6,M,White,0,0,0
2020292,2013,6,M,Hispanic,0,0,0
2020293,2012,6,F,White,0,0,0
2020294,2009,3,M,White,0,1,0
2020295,2007,6,M,White,1,0,0
2020296,2009,5,F,Black,1,0,0
2020297,2007,8,F,Black,1,0,0
2020298,2011,10,F,Hispanic,1,1,0
2020299,2010,3,F,Black,0,0,0
2020300,2010,5,F,Black,0,0,0
2020301,2014,4,F,Black,1,0,0
2020302,2009,10,F,White,0,0,0
2020303,2009,5,F,Black,1,0,0
2020304,2010,5,M,Black,0,0,1
2020305,2010,11,M,White,0,0,0
2020306,2010,8,M,Hispanic,0,1,0
2020307,2014,5,F,Hispanic,1,1,0
2020308,2012,6,F,White,0,0,0
2020309,2010,8,M,White,0,0,0
2020310,2011,8,F,Black,1,0,0
2020311,2015,3,M,White,0,0,0
2020312,2009,6,F,Black,0,0,0
2020313,2009,12,M,White,0,0,0
2020314,2009,8,F,Multi,0,0,0
2020315,2008,6,F,White,0,0,0
2020316,2010,10,M,White,1,1,0
2020317,2007,6,M,Hispanic,1,0,1
2020318,2011,10,M,Black,0,1,1
2020319,2007,5,F,White,1,1,0
2020320,2011,7,M,White,0,1,0
2020321,2011,3,F,Black,1,0,0
2020322,2010,3,F,Black,0,0,0
2020323,2011,8,M,White,1,0,0
2020324,2009,11,F,White,0,0,1
2020325,2015,4,F,White,0,0,0
2020326,2015,4,X,Other,1,0,0
2020327,2011,7,F,White,1,0,0
2020328,2015,6,F,Black,0,0,0
2020329,2009,8,M,Black,0,0,0
2020330,2013,10,M,Black,0,0,0
2020331,2010,12,F,White,0,0,0
2020332,2009,12,F,Black,0,0,0
2020333,2009,6,F,White,0,0,0
2020334,2010,10,F,Hispanic,0,0,0
2020335,2014,10,F,White,0,0,0
2020336,2011,4,F,White,0,0,0
2020337,2012,6,M,Hispanic,0,0,0
2020338,2015,12,M,White,1,0,0
2020339,2007,8,X,White,1,0,0
2020340,2014,3,M,Black,0,0,0
2020341,2014,8,M,White,1,1,0
2020342,2010,3,M,White,1,0,0
2020343,2013,5,F,White,0,0,0
2020344,2015,10,M,Black,1,0,0
2020345,2011,10,M,White,0,0,0
2020346,2010,12,M,White,0,0,0
2020347,2012,11,M,Hispanic,0,0,1
2020348,2014,9,F,Hispanic,1,0,0
2020349,2014,6,M,Multi,0,1,1
2020350,2014,11,F,Asian,0,0,0
2020351,2007,11,M,White,0,1,0
2020352,2014,9,F,White,0,0,0
2020353,2009,10,M,White,0,0,0
2020354,2008,3,M,Hispanic,0,0,0
2020355,2014,4,F,White,1,0,0
2020356,2007,9,M,Multi,0,1,1
2020357,2014,3,M,White,0,0,0
2020358,2012,10,M,Hispanic,1,0,0
2020359,2007,9,M,White,1,0,0
2020360,2014,7,M,Black,0,0,0
2020361,2015,6,F,Black,1,1,0
2020362,2012,10,M,Other,1,0,0
2020363,2009,5,F,Black,0,0,0
2020364,2013,7,M,Other,1,0,0
2020365,2010,10,M,White,1,0,0
2020366,2008,4,M,Hispanic,0,0,0
2020367,2010,11,F,Black,1,0,0
2020368,2011,11,M,White,0,0,0
2020369,2007,5,M,White,0,0,0
2020370,2014,5,F,Asian,0,0,0
2020371,2015,8,M,Multi,1,0,0
2020372,2010,5,M,Asian,0,0,0
2020373,2013,10,M,White,0,0,0
2020374,2015,4,F,Hispanic,1,0,0
2020375,2015,5,F,White,1,0,0
2020376,2014,6,M,White,1,0,0
2020377,2011,6,F,White,0,0,0
2020378,2007,7,F,White,1,0,0
2020379,2012,3,F,White,0,0,0
2020380,2014,4,F,White,0,0,0
2020381,2011,11,F,Black,1,0,0
2020382,2012,4,M,White,0,0,0
2020383,2008,6,F,White,0,0,0
2020384,2007,7,F,Other,0,1,0
2020385,2015,12,F,White,1,0,0
2020386,2008,3,X,White,0,0,0
2020387,2013,9,F,Hispanic,0,0,0
2020388,2011,7,M,Black,1,1,1
2020389,2012,9,M,Multi,0,0,0
2020390,2012,4,F,White,1,0,0
2020391,2012,10,M,Hispanic,1,1,0
2020392,2013,4,M,White,1,0,0
2020393,2011,11,F,White,1,0,0
2020394,2014,4,F,White,1,0,0
2020395,2010,10,F,White,1,0,0
2020396,2009,11,F,Hispanic,1,0,1
2020397,2010,3,M,Hispanic,0,0,0
2020398,2013,11,M,Hispanic,1,0,1
2020399,2008,11,F,Asian,0,0,0
2020400,2015,12,F,White,1,0,0
2020401,2014,8,F,Hispanic,1,1,0
2020402,2007,11,F,White,0,0,0
2020403,2010,3,F,Asian,1,0,0
2020404,2013,8,F,White,0,0,0
2020405,2009,6,F,White,1,0,0
2020406,2015,6,M,White,0,0,0
2020407,2009,5,M,White,1,0,0
2020408,2015,8,M,Black,0,0,0
2020409,2009,11,M,Hispanic,0,0,0
2020410,2009,9,M,White,0,0,0
2020411,2013,9,M,Hispanic,1,0,0
2020412,2010,12,M,White,0,0,0
2020413,2011,7,F,Black,1,0,0
2020414,2013,6,F,Black,0,0,1
2020415,2009,6,M,White,1,0,0
2020416,2008,12,F,White,0,1,1
2020417,2014,11,M,White,0,0,0
2020418,2013,12,F,Black,1,0,0
2020419,2009,11,M,Black,1,0,0
2020420,2010,12,F,Hispanic,1,0,0
2020421,2011,8,F,Multi,1,0,1
2020422,2010,9,F,White,1,0,0
2020423,2013,8,M,White,1,0,0
2020424,2015,9,F,Black,1,0,0
2020425,2007,3,M,Hispanic,0,0,0
2020426,2010,12,M,White,1,0,0
2020427,2008,7,M,Hispanic,0,0,0
2020428,2009,7,F,Hispanic,0,0,0
2020429,2009,9,F,Hispanic,0,0,0
2020430,2012,10,F,White,0,1,0
2020431,2013,6,M,Hispanic,0,0,0
2020432,2008,3,F,Hispanic,0,1,0
2020433,2007,4,F,Hispanic,1,0,1
2020434,2013,5,F,White,0,0,0
2020435,2011,4,F,White,0,0,0
2020436,2011,8,F,Asian,1,0,0
2020437,2011,6,F,Black,0,0,0
2020438,2009,10,M,Black,0,0,0
2020439,2012,7,M,White,0,0,0
2020440,2007,4,F,White,1,1,0
2020441,2008,12,F,White,1,0,1
2020442,2007,11,F,Other,1,0,1
2020443,2015,7,F,White,0,0,0
2020444,2012,8,M,Multi,0,0,0
2020445,2008,8,F,White,1,0,1
2020446,2007,4,M,White,0,0,0
2020447,2011,4,F,White,1,0,0
2020448,2015,3,M,Hispanic,1,0,1
2020449,2009,5,M,Hispanic,1,0,0
2020450,2011,6,F,Hispanic,1,0,0
2020451,2007,5,M,White,0,0,0
2020452,2010,11,M,White,1,0,0
2020453,2008,4,M,White,1,0,0
2020454,2008,12,M,Black,1,0,0
2020455,2014,12,F,White,1,1,0
2020456,2014,10,F,White,0,0,0
2020457,2008,6,M,Hispanic,0,0,0
2020458,2007,5,M,White,0,0,0
2020459,2012,9,F,White,1,0,0
2020460,2012,11,M,Asian,0,0,1
2020461,2010,10,M,White,1,0,0
2020462,2015,4,F,White,1,0,0
2020463,2010,4,F,White,1,0,0
2020464,2011,6,M,Hispanic,1,0,0
2020465,2014,10,M,White,0,0,0
2020466,2011,9,M,White,0,0,0
2020467,2013,10,M,Black,1,1,0
2020468,2013,6,F,Hispanic,1,0,0
2020469,2009,6,F,White,0,0,0
2020470,2008,6,F,White,1,0,0
2020471,2014,10,M,Hispanic,1,0,1
2020472,2013,7,M,Black,0,0,0
2020473,2014,11,M,Asian,1,0,0
2020474,2013,12,M,White,1,0,0
2020475,2007,6,F,White,1,0,1
2020476,2011,7,M,White,1,0,0
2020477,2010,4,F,Black,0,0,0
2020478,2007,3,M,White,1,0,0
2020479,2009,3,M,White,0,0,0
2020480,2013,6,F,White,0,0,0
2020481,2007,3,F,Black,1,1,0
2020482,2012,8,M,Black,0,0,0
2020483,2013,3,M,Black,1,0,0
2020484,2007,8,F,White,1,1,0
2020485,2010,6,M,Black,1,1,1
2020486,2010,12,M,White,1,0,0
2020487,2013,12,M,White,0,1,0
2020488,2007,8,M,White,1,1,0
2020489,2011,11,M,White,0,1,0
2020490,2015,10,M,Black,0,0,0
2020491,2007,3,F,Hispanic,0,0,0
2020492,2013,10,F,White,0,0,0
2020493,2014,3,M,Other,1,0,0
2020494,2008,7,M,White,1,0,1
2020495,2013,12,M,White,0,0,1
2020496,2007,7,F,Hispanic,1,0,0
2020497,2014,5,M,Black,1,0,0
2020498,2012,7,F,White,1,1,0
2020499,2015,4,F,Black,1,0,0
2020500,2013,4,M,White,0,0,0
2020501,2007,6,F,Hispanic,0,0,1
2020502,2010,3,M,Asian,0,0,0
2020503,2009,9,F,Hispanic,0,0,0
2020504,2013,4,M,Hispanic,1,0,0
2020505,2010,12,M,White,0,0,1
2020506,2011,4,M,White,1,0,0
2020507,2011,5,M,Other,0,1,0
2020508,2012,3,F,Hispanic,1,0,0
2020509,2010,8,M,White,1,0,1
2020510,2014,6,F,Black,0,0,0
2020511,2013,4,M,White,1,0,0
2020512,2011,4,M,Hispanic,0,0,0
2020513,2011,5,F,White,0,0,0
2020514,2013,12,F,White,1,0,0
2020515,2008,12,F,White,0,0,0
2020516,2007,7,M,White,1,0,1
2020517,2013,7,F,Black,1,0,0
2020518,2012,3,M,Black,0,1,0
2020519,2015,3,M,Asian,1,0,0
2020520,2012,9,F,White,0,0,0
2020521,2011,3,F,Black,1,0,0
2020522,2009,10,M,White,1,0,0
2020523,2014,7,M,White,1,0,0
2020524,2012,12,F,Multi,0,0,0
2020525,2013,9,M,White,0,0,0
2020526,2008,5,F,White,0,0,0
2020527,2012,12,M,Black,0,0,0
2020528,2012,6,M,Multi,1,0,0
2020529,2010,10,F,White,1,0,0
2020530,2011,10,F,White,0,0,0
2020531,2012,8,M,Hispanic,1,0,0
2020532,2009,9,F,Hispanic,0,0,0
2020533,2012,3,F,Black,0,0,0
2020534,2012,9,M,Black,0,0,0
2020535,2015,3,F,White,0,0,0
2020536,2014,12,F,White,1,0,0
2020537,2012,3,F,Black,0,0,1
2020538,2008,12,M,Hispanic,0,0,0
2020539,2008,4,F,Black,0,0,0
2020540,2012,3,F,Black,1,0,0
2020541,2008,4,M,Hispanic,0,1,0
2020542,2011,6,M,White,0,0,0
2020543,2009,4,F,Black,0,0,0
2020544,2013,12,M,Black,1,0,0
2020545,2008,11,F,Asian,0,0,0
2020546,2012,3,F,Hispanic,0,0,1
2020547,2009,6,F,Hispanic,1,0,0
2020548,2010,6,F,White,0,0,0
2020549,2009,5,X,Hispanic,1,0,0
2020550,2010,10,F,White,0,0,0
2020551,2007,5,M,White,1,0,0
2020552,2015,3,M,White,0,0,0
2020553,2012,4,F,Hispanic,0,1,1
2020554,2014,8,F,Black,0,0,1
2020555,2013,4,M,White,0,0,0
2020556,2015,12,F,Hispanic,1,0,0
2020557,2015,3,M,White,0,0,1
2020558,2009,8,F,White,1,0,0
2020559,2009,3,M,Multi,1,0,0
2020560,2008,3,F,White,1,0,0
2020561,2012,11,M,Black,0,0,1
2020562,2008,4,F,White,0,1,0
2020563,2015,3,F,Hispanic,1,0,0
2020564,2008,7,F,Black,0,0,0
2020565,2015,8,F,White,0,0,0
2020566,2011,3,M,Hispanic,1,0,0
2020567,2012,5,M,Other,0,0,0
2020568,2015,9,M,Hispanic,1,0,0
2020569,2013,3,M,White,1,0,0
2020570,2013,5,F,White,0,0,0
2020571,2015,12,F,Black,0,0,0
2020572,2008,6,F,Black,0,0,0
2020573,2011,3,M,White,0,0,0
2020574,2011,10,F,White,1,0,0
2020575,2007,9,F,Black,1,0,0
2020576,2009,10,F,Hispanic,1,0,1
2020577,2015,3,M,White,0,0,0
2020578,2012,11,F,Black,1,0,1
2020579,2011,12,F,White,0,0,0
2020580,2011,4,M,Hispanic,1,0,1
2020581,2008,10,F,Black,0,0,0
2020582,2010,6,M,Black,1,0,0
2020583,2009,3,F,White,1,0,0
2020584,2010,9,M,White,1,0,0
2020585,2010,9,F,White,0,0,0
2020586,2013,8,F,White,1,0,0
2020587,2014,9,F,White,1,0,0
2020588,2015,11,M,White,1,0,0
2020589,2015,4,F,Hispanic,0,0,0
2020590,2014,7,M,Black,0,0,1
2020591,2015,9,M,Black,1,0,0
2020592,2013,12,F,Hispanic,0,0,0
2020593,2007,3,F,Black,1,0,0
2020594,2010,5,F,White,0,0,1
2020595,2015,10,M,Hispanic,0,0,0
2020596,2014,9,M,White,0,0,0
2020597,2009,12,M,Asian,0,0,0
